hora,Suma de cantidad_facturas,Dia_semana
08:30,1,5
09:00,1,1
09:00,2,2
09:00,2,3
09:00,1,4
09:00,1,5
09:00,3,6
09:00,1,7
09:30,14,1
09:30,2,2
09:30,3,3
09:30,1,4
09:30,6,5
09:30,7,6
09:30,2,7
10:00,3,1
10:00,7,2
10:00,2,3
10:00,5,4
10:00,4,5
10:00,5,6
10:00,1,7
10:30,9,1
10:30,2,2
10:30,7,3
10:30,4,4
10:30,10,5
10:30,13,6
10:30,4,7
11:00,12,1
11:00,14,2
11:00,6,3
11:00,5,4
11:00,7,5
11:00,8,6
11:00,4,7
11:30,7,1
11:30,8,2
11:30,5,3
11:30,5,4
11:30,12,5
11:30,17,6
11:30,4,7
12:00,12,1
12:00,5,2
12:00,11,3
12:00,12,4
12:00,7,5
12:00,21,6
12:00,9,7
12:30,8,1
12:30,12,2
12:30,7,3
12:30,6,4
12:30,11,5
12:30,13,6
12:30,8,7
13:00,5,1
13:00,9,2
13:00,5,3
13:00,1,4
13:00,11,5
13:00,10,6
13:00,6,7
13:30,6,1
13:30,8,2
13:30,11,3
13:30,8,4
13:30,7,5
13:30,18,6
13:30,5,7
14:00,6,1
14:00,7,2
14:00,6,3
14:00,6,4
14:00,6,5
14:00,11,6
14:00,8,7
14:30,7,1
14:30,7,2
14:30,9,3
14:30,7,4
14:30,7,5
14:30,15,6
14:30,9,7
15:00,11,1
15:00,7,2
15:00,13,3
15:00,10,4
15:00,5,5
15:00,13,6
15:00,6,7
15:30,7,1
15:30,5,2
15:30,8,3
15:30,9,4
15:30,14,5
15:30,17,6
15:30,9,7
16:00,9,1
16:00,13,2
16:00,12,3
16:00,5,4
16:00,9,5
16:00,22,6
16:00,6,7
16:30,11,1
16:30,6,2
16:30,13,3
16:30,11,4
16:30,17,5
16:30,17,6
16:30,9,7
17:00,15,1
17:00,15,2
17:00,15,3
17:00,14,4
17:00,16,5
17:00,19,6
17:00,2,7
17:30,19,1
17:30,9,2
17:30,10,3
17:30,13,4
17:30,12,5
17:30,21,6
17:30,16,7
18:00,18,1
18:00,16,2
18:00,9,3
18:00,11,4
18:00,21,5
18:00,16,6
18:00,6,7
18:30,9,1
18:30,12,2
18:30,8,3
18:30,15,4
18:30,24,5
18:30,12,6
18:30,5,7
19:00,5,1
19:00,5,2
19:00,9,3
19:00,9,4
19:00,13,5
19:00,9,6
19:00,5,7
19:30,7,1
19:30,4,2
19:30,4,3
19:30,6,4
19:30,7,5
19:30,9,6
20:00,5,1
20:00,3,2
20:00,8,3
20:00,7,4
20:00,3,5
20:00,7,6
20:30,1,1
20:30,2,2
20:30,1,3
20:30,3,5
20:30,1,6
