hora,Suma de cantidad_facturas,Dia_semana
09:00,3,6
09:30,6,1
09:30,3,2
09:30,6,3
09:30,7,4
09:30,3,5
09:30,8,6
09:30,9,7
10:00,5,1
10:00,18,2
10:00,13,3
10:00,10,4
10:00,15,5
10:00,18,6
10:00,9,7
10:30,9,1
10:30,10,2
10:30,11,3
10:30,12,4
10:30,12,5
10:30,14,6
10:30,13,7
11:00,12,1
11:00,19,2
11:00,7,3
11:00,13,4
11:00,19,5
11:00,22,6
11:00,17,7
11:30,13,1
11:30,15,2
11:30,16,3
11:30,21,4
11:30,12,5
11:30,32,6
11:30,28,7
12:00,21,1
12:00,9,2
12:00,7,3
12:00,15,4
12:00,19,5
12:00,24,6
12:00,17,7
12:30,9,1
12:30,15,2
12:30,17,3
12:30,20,4
12:30,12,5
12:30,32,6
12:30,22,7
13:00,6,1
13:00,11,2
13:00,17,3
13:00,11,4
13:00,13,5
13:00,15,6
13:00,21,7
13:30,6,1
13:30,7,2
13:30,15,3
13:30,5,4
13:30,13,5
13:30,15,6
13:30,26,7
14:00,12,1
14:00,16,2
14:00,8,3
14:00,16,4
14:00,7,5
14:00,15,6
14:00,24,7
14:30,9,1
14:30,12,2
14:30,12,3
14:30,14,4
14:30,10,5
14:30,25,6
14:30,19,7
15:00,8,1
15:00,11,2
15:00,22,3
15:00,20,4
15:00,12,5
15:00,23,6
15:00,22,7
15:30,12,1
15:30,17,2
15:30,14,3
15:30,21,4
15:30,22,5
15:30,31,6
15:30,37,7
16:00,20,1
16:00,13,2
16:00,19,3
16:00,18,4
16:00,16,5
16:00,20,6
16:00,30,7
16:30,23,1
16:30,17,2
16:30,24,3
16:30,21,4
16:30,32,5
16:30,34,6
16:30,26,7
17:00,23,1
17:00,21,2
17:00,32,3
17:00,25,4
17:00,41,5
17:00,30,6
17:00,34,7
17:30,23,1
17:30,17,2
17:30,30,3
17:30,24,4
17:30,29,5
17:30,40,6
17:30,29,7
18:00,20,1
18:00,12,2
18:00,20,3
18:00,28,4
18:00,32,5
18:00,51,6
18:00,46,7
18:30,18,1
18:30,21,2
18:30,36,3
18:30,21,4
18:30,31,5
18:30,37,6
18:30,40,7
19:00,25,1
19:00,24,2
19:00,18,3
19:00,22,4
19:00,27,5
19:00,41,6
19:00,29,7
19:30,26,1
19:30,27,2
19:30,24,3
19:30,30,4
19:30,31,5
19:30,38,6
19:30,30,7
20:00,17,1
20:00,20,2
20:00,12,3
20:00,16,4
20:00,19,5
20:00,21,6
20:00,24,7
20:30,16,1
20:30,11,2
20:30,8,3
20:30,4,4
20:30,18,5
20:30,23,6
20:30,15,7
21:00,1,1
21:00,2,2
21:00,6,5
21:00,7,6
21:00,8,7
21:30,2,5
21:30,2,6
22:00,1,6
