hora,Suma de cantidad_facturas,Dia_semana
09:00,3,1
09:00,2,2
09:00,4,3
09:00,7,4
09:00,5,5
09:00,5,6
09:30,11,1
09:30,8,2
09:30,5,3
09:30,4,4
09:30,3,5
09:30,5,6
10:00,7,1
10:00,12,2
10:00,6,3
10:00,11,4
10:00,13,5
10:00,13,6
10:00,1,7
10:30,4,1
10:30,9,2
10:30,5,3
10:30,8,4
10:30,12,5
10:30,13,6
10:30,7,7
11:00,8,1
11:00,6,2
11:00,11,3
11:00,11,4
11:00,13,5
11:00,18,6
11:00,17,7
11:30,10,1
11:30,14,2
11:30,11,3
11:30,12,4
11:30,11,5
11:30,19,6
11:30,10,7
12:00,2,1
12:00,8,2
12:00,8,3
12:00,5,4
12:00,21,5
12:00,14,6
12:00,7,7
12:30,4,1
12:30,9,2
12:30,7,3
12:30,8,4
12:30,16,5
12:30,24,6
12:30,2,7
13:00,4,1
13:00,8,2
13:00,7,3
13:00,12,4
13:00,15,5
13:00,20,6
13:00,11,7
13:30,7,1
13:30,9,2
13:30,7,3
13:30,13,5
13:30,15,6
13:30,10,7
14:00,8,1
14:00,6,2
14:00,7,3
14:00,11,4
14:00,10,5
14:00,15,6
14:00,15,7
14:30,5,1
14:30,6,2
14:30,7,3
14:30,4,4
14:30,17,5
14:30,19,6
14:30,16,7
15:00,13,1
15:00,19,2
15:00,10,3
15:00,10,4
15:00,13,5
15:00,17,6
15:00,13,7
15:30,12,1
15:30,14,2
15:30,19,3
15:30,20,4
15:30,19,5
15:30,20,6
15:30,17,7
16:00,14,1
16:00,12,2
16:00,6,3
16:00,24,4
16:00,18,5
16:00,20,6
16:00,23,7
16:30,6,1
16:30,21,2
16:30,13,3
16:30,20,4
16:30,21,5
16:30,27,6
16:30,17,7
17:00,17,1
17:00,20,2
17:00,19,3
17:00,17,4
17:00,25,5
17:00,28,6
17:00,26,7
17:30,28,1
17:30,15,2
17:30,11,3
17:30,21,4
17:30,22,5
17:30,40,6
17:30,19,7
18:00,16,1
18:00,14,2
18:00,15,3
18:00,24,4
18:00,31,5
18:00,29,6
18:00,26,7
18:30,13,1
18:30,7,2
18:30,13,3
18:30,14,4
18:30,16,5
18:30,19,6
18:30,18,7
19:00,10,1
19:00,18,2
19:00,10,3
19:00,20,4
19:00,31,5
19:00,24,6
19:00,19,7
19:30,10,1
19:30,17,2
19:30,11,3
19:30,10,4
19:30,16,5
19:30,18,6
19:30,16,7
20:00,9,1
20:00,3,2
20:00,8,3
20:00,15,4
20:00,16,5
20:00,16,6
20:00,19,7
20:30,5,1
20:30,6,2
20:30,3,3
20:30,1,4
20:30,5,5
20:30,11,6
20:30,11,7
21:00,1,2
21:00,1,4
21:00,4,5
21:00,6,6
21:00,4,7
21:30,1,5
21:30,5,6
