hora,Suma de cantidad_facturas,Dia_semana
09:30,4,5
10:00,3,1
10:00,7,2
10:00,3,3
10:00,3,4
10:00,4,5
10:00,10,6
10:30,2,1
10:30,5,2
10:30,6,3
10:30,5,4
10:30,11,5
10:30,12,6
11:00,8,1
11:00,13,2
11:00,10,3
11:00,6,4
11:00,6,5
11:00,24,6
11:00,3,7
11:30,7,1
11:30,5,2
11:30,11,3
11:30,12,4
11:30,12,5
11:30,26,6
11:30,9,7
12:00,15,1
12:00,7,2
12:00,14,3
12:00,8,4
12:00,11,5
12:00,13,6
12:00,21,7
12:30,7,1
12:30,13,2
12:30,15,3
12:30,10,4
12:30,10,5
12:30,18,6
12:30,11,7
13:00,6,1
13:00,10,2
13:00,13,3
13:00,20,4
13:00,9,5
13:00,21,6
13:00,10,7
13:30,12,1
13:30,15,2
13:30,7,3
13:30,17,4
13:30,14,5
13:30,19,6
13:30,13,7
14:00,5,1
14:00,5,2
14:00,10,3
14:00,13,4
14:00,8,5
14:00,16,6
14:00,16,7
14:30,8,1
14:30,10,2
14:30,8,3
14:30,12,4
14:30,12,5
14:30,23,6
14:30,12,7
15:00,17,1
15:00,12,2
15:00,15,3
15:00,6,4
15:00,13,5
15:00,23,6
15:00,21,7
15:30,17,1
15:30,8,2
15:30,17,3
15:30,20,4
15:30,19,5
15:30,20,6
15:30,20,7
16:00,14,1
16:00,14,2
16:00,17,3
16:00,15,4
16:00,24,5
16:00,25,6
16:00,23,7
16:30,11,1
16:30,11,2
16:30,17,3
16:30,10,4
16:30,18,5
16:30,25,6
16:30,22,7
17:00,16,1
17:00,16,2
17:00,11,3
17:00,20,4
17:00,24,5
17:00,35,6
17:00,15,7
17:30,16,1
17:30,15,2
17:30,16,3
17:30,16,4
17:30,23,5
17:30,22,6
17:30,16,7
18:00,11,1
18:00,12,2
18:00,18,3
18:00,19,4
18:00,30,5
18:00,37,6
18:00,19,7
18:30,11,1
18:30,12,2
18:30,14,3
18:30,14,4
18:30,17,5
18:30,27,6
18:30,15,7
19:00,9,1
19:00,14,2
19:00,12,3
19:00,14,4
19:00,17,5
19:00,22,6
19:00,21,7
19:30,11,1
19:30,8,2
19:30,10,3
19:30,12,4
19:30,17,5
19:30,25,6
19:30,3,7
20:00,6,1
20:00,9,2
20:00,8,3
20:00,8,4
20:00,10,5
20:00,20,6
20:30,2,1
20:30,1,2
20:30,1,3
20:30,1,4
20:30,5,5
20:30,12,6
21:00,1,5
21:00,6,6
21:30,1,6
22:00,2,6
