hora,Suma de cantidad_facturas,Dia_semana
10:00,1,1
10:00,1,3
10:00,1,4
10:00,2,6
10:30,2,1
10:30,1,2
10:30,4,3
10:30,2,4
10:30,3,5
10:30,3,6
10:30,3,7
11:00,6,1
11:00,3,2
11:00,1,3
11:00,2,4
11:00,7,5
11:00,8,6
11:00,5,7
11:30,2,1
11:30,8,2
11:30,4,3
11:30,5,4
11:30,7,5
11:30,16,6
11:30,15,7
12:00,6,1
12:00,6,2
12:00,8,3
12:00,8,4
12:00,8,5
12:00,14,6
12:00,10,7
12:30,8,1
12:30,11,2
12:30,12,3
12:30,14,4
12:30,8,5
12:30,27,6
12:30,12,7
13:00,6,1
13:00,7,2
13:00,8,3
13:00,11,4
13:00,9,5
13:00,11,6
13:00,14,7
13:30,6,1
13:30,7,2
13:30,10,3
13:30,7,4
13:30,12,5
13:30,17,6
13:30,16,7
14:00,1,1
14:00,13,2
14:00,6,3
14:00,6,4
14:00,13,5
14:00,23,6
14:00,13,7
14:30,13,1
14:30,7,2
14:30,8,3
14:30,13,4
14:30,10,5
14:30,7,6
14:30,22,7
15:00,6,1
15:00,8,2
15:00,10,3
15:00,11,4
15:00,12,5
15:00,19,6
15:00,25,7
15:30,4,1
15:30,8,2
15:30,14,3
15:30,14,4
15:30,12,5
15:30,21,6
15:30,22,7
16:00,16,1
16:00,11,2
16:00,6,3
16:00,10,4
16:00,12,5
16:00,26,6
16:00,33,7
16:30,8,1
16:30,9,2
16:30,10,3
16:30,22,4
16:30,16,5
16:30,33,6
16:30,32,7
17:00,10,1
17:00,12,2
17:00,12,3
17:00,14,4
17:00,28,5
17:00,37,6
17:00,29,7
17:30,12,1
17:30,7,2
17:30,11,3
17:30,27,4
17:30,23,5
17:30,46,6
17:30,30,7
18:00,8,1
18:00,10,2
18:00,15,3
18:00,10,4
18:00,29,5
18:00,36,6
18:00,36,7
18:30,12,1
18:30,9,2
18:30,13,3
18:30,16,4
18:30,24,5
18:30,26,6
18:30,35,7
19:00,17,1
19:00,13,2
19:00,9,3
19:00,12,4
19:00,22,5
19:00,38,6
19:00,25,7
19:30,13,1
19:30,16,2
19:30,15,3
19:30,14,4
19:30,11,5
19:30,34,6
19:30,21,7
20:00,12,1
20:00,11,2
20:00,9,3
20:00,10,4
20:00,27,5
20:00,22,6
20:00,16,7
20:30,2,1
20:30,5,2
20:30,13,3
20:30,11,4
20:30,18,5
20:30,22,6
20:30,5,7
21:00,5,1
21:00,3,2
21:00,4,3
21:00,2,4
21:00,7,5
21:00,6,6
21:00,1,7
21:30,3,2
21:30,1,5
21:30,3,6
