hora,Suma de cantidad_facturas,Dia_semana
09:30,1,6
10:00,3,1
10:00,2,2
10:00,6,3
10:00,4,4
10:00,1,6
10:00,3,7
10:30,5,1
10:30,11,2
10:30,8,3
10:30,6,4
10:30,13,5
10:30,13,6
10:30,8,7
11:00,5,1
11:00,10,2
11:00,9,3
11:00,8,4
11:00,11,5
11:00,18,6
11:00,10,7
11:30,2,1
11:30,10,2
11:30,2,3
11:30,13,4
11:30,11,5
11:30,16,6
11:30,12,7
12:00,6,1
12:00,6,2
12:00,8,3
12:00,11,4
12:00,15,5
12:00,18,6
12:00,9,7
12:30,7,1
12:30,4,2
12:30,13,3
12:30,10,4
12:30,12,5
12:30,29,6
12:30,6,7
13:00,6,1
13:00,7,2
13:00,12,3
13:00,11,4
13:00,8,5
13:00,20,6
13:00,15,7
13:30,5,1
13:30,4,2
13:30,7,3
13:30,7,4
13:30,13,5
13:30,15,6
13:30,13,7
14:00,4,1
14:00,7,2
14:00,10,3
14:00,10,4
14:00,12,5
14:00,21,6
14:00,13,7
14:30,11,1
14:30,5,2
14:30,7,3
14:30,12,4
14:30,14,5
14:30,14,6
14:30,13,7
15:00,12,1
15:00,9,2
15:00,11,3
15:00,17,4
15:00,11,5
15:00,24,6
15:00,15,7
15:30,6,1
15:30,7,2
15:30,12,3
15:30,13,4
15:30,12,5
15:30,20,6
15:30,22,7
16:00,11,1
16:00,12,2
16:00,11,3
16:00,12,4
16:00,18,5
16:00,32,6
16:00,27,7
16:30,13,1
16:30,13,2
16:30,8,3
16:30,13,4
16:30,15,5
16:30,25,6
16:30,19,7
17:00,13,1
17:00,9,2
17:00,14,3
17:00,18,4
17:00,26,5
17:00,27,6
17:00,26,7
17:30,8,1
17:30,8,2
17:30,19,3
17:30,24,4
17:30,28,5
17:30,32,6
17:30,26,7
18:00,13,1
18:00,16,2
18:00,25,3
18:00,17,4
18:00,30,5
18:00,37,6
18:00,25,7
18:30,14,1
18:30,15,2
18:30,25,3
18:30,20,4
18:30,27,5
18:30,42,6
18:30,22,7
19:00,19,1
19:00,20,2
19:00,17,3
19:00,17,4
19:00,18,5
19:00,37,6
19:00,20,7
19:30,20,1
19:30,13,2
19:30,14,3
19:30,19,4
19:30,29,5
19:30,27,6
19:30,18,7
20:00,10,1
20:00,15,2
20:00,14,3
20:00,17,4
20:00,22,5
20:00,26,6
20:00,17,7
20:30,9,1
20:30,10,2
20:30,11,3
20:30,9,4
20:30,14,5
20:30,17,6
20:30,10,7
21:00,4,1
21:00,1,2
21:00,4,4
21:00,4,5
21:00,13,6
21:00,2,7
21:30,2,1
21:30,1,3
21:30,1,4
21:30,3,6
21:30,1,7
22:00,2,1
22:00,2,6
