hora,Suma de cantidad_facturas,Dia_semana
09:00,1,1
09:30,3,1
09:30,7,2
09:30,3,3
09:30,4,4
09:30,4,5
09:30,2,6
09:30,5,7
10:00,8,1
10:00,13,2
10:00,9,3
10:00,12,4
10:00,12,5
10:00,17,6
10:00,10,7
10:30,9,1
10:30,10,2
10:30,13,3
10:30,13,4
10:30,12,5
10:30,19,6
10:30,15,7
11:00,11,1
11:00,18,2
11:00,21,3
11:00,8,4
11:00,21,5
11:00,28,6
11:00,23,7
11:30,10,1
11:30,15,2
11:30,17,3
11:30,16,4
11:30,24,5
11:30,31,6
11:30,14,7
12:00,9,1
12:00,12,2
12:00,9,3
12:00,16,4
12:00,13,5
12:00,26,6
12:00,10,7
12:30,13,1
12:30,12,2
12:30,5,3
12:30,20,4
12:30,16,5
12:30,39,6
12:30,24,7
13:00,7,1
13:00,12,2
13:00,11,3
13:00,12,4
13:00,15,5
13:00,15,6
13:00,18,7
13:30,9,1
13:30,5,2
13:30,7,3
13:30,10,4
13:30,3,5
13:30,21,6
13:30,25,7
14:00,7,1
14:00,16,2
14:00,11,3
14:00,11,4
14:00,14,5
14:00,24,6
14:00,22,7
14:30,8,1
14:30,4,2
14:30,9,3
14:30,12,4
14:30,14,5
14:30,22,6
14:30,26,7
15:00,9,1
15:00,15,2
15:00,8,3
15:00,16,4
15:00,15,5
15:00,19,6
15:00,21,7
15:30,15,1
15:30,17,2
15:30,17,3
15:30,16,4
15:30,21,5
15:30,25,6
15:30,15,7
16:00,13,1
16:00,20,2
16:00,13,3
16:00,18,4
16:00,27,5
16:00,42,6
16:00,33,7
16:30,30,1
16:30,21,2
16:30,28,3
16:30,23,4
16:30,25,5
16:30,29,6
16:30,40,7
17:00,34,1
17:00,25,2
17:00,24,3
17:00,32,4
17:00,27,5
17:00,29,6
17:00,31,7
17:30,16,1
17:30,26,2
17:30,22,3
17:30,26,4
17:30,42,5
17:30,35,6
17:30,34,7
18:00,29,1
18:00,27,2
18:00,23,3
18:00,29,4
18:00,29,5
18:00,40,6
18:00,34,7
18:30,14,1
18:30,27,2
18:30,23,3
18:30,33,4
18:30,34,5
18:30,39,6
18:30,25,7
19:00,20,1
19:00,25,2
19:00,23,3
19:00,25,4
19:00,26,5
19:00,45,6
19:00,27,7
19:30,19,1
19:30,26,2
19:30,22,3
19:30,21,4
19:30,24,5
19:30,31,6
19:30,32,7
20:00,15,1
20:00,21,2
20:00,18,3
20:00,21,4
20:00,23,5
20:00,25,6
20:00,10,7
20:30,5,1
20:30,10,2
20:30,8,3
20:30,7,4
20:30,11,5
20:30,14,6
20:30,6,7
21:00,3,2
21:00,2,3
21:00,5,5
21:00,7,6
21:30,2,5
21:30,2,6
