hora,Suma de cantidad_facturas,Dia_semana
09:00,1,2
09:00,1,4
09:00,1,6
09:30,2,1
09:30,4,2
09:30,2,3
09:30,4,5
09:30,3,6
10:00,2,1
10:00,1,2
10:00,3,3
10:00,2,4
10:00,1,5
10:00,5,7
10:30,3,1
10:30,4,2
10:30,4,3
10:30,11,4
10:30,4,5
10:30,8,6
10:30,13,7
11:00,3,1
11:00,6,2
11:00,4,3
11:00,6,4
11:00,9,5
11:00,10,6
11:00,10,7
11:30,9,1
11:30,5,2
11:30,8,3
11:30,6,4
11:30,7,5
11:30,9,6
11:30,9,7
12:00,8,1
12:00,4,2
12:00,6,3
12:00,5,4
12:00,12,5
12:00,15,6
12:00,10,7
12:30,14,1
12:30,4,2
12:30,4,3
12:30,4,4
12:30,5,5
12:30,9,6
12:30,16,7
13:00,2,1
13:00,7,2
13:00,3,3
13:00,6,4
13:00,12,5
13:00,17,6
13:00,17,7
13:30,6,1
13:30,4,2
13:30,6,3
13:30,9,4
13:30,7,5
13:30,15,6
13:30,12,7
14:00,6,1
14:00,5,2
14:00,7,3
14:00,8,4
14:00,10,5
14:00,8,6
14:00,19,7
14:30,9,1
14:30,10,2
14:30,9,3
14:30,9,4
14:30,9,5
14:30,11,6
14:30,10,7
15:00,4,1
15:00,2,2
15:00,12,3
15:00,5,4
15:00,13,5
15:00,8,6
15:00,17,7
15:30,6,1
15:30,8,2
15:30,11,3
15:30,10,4
15:30,6,5
15:30,16,6
15:30,12,7
16:00,11,1
16:00,4,2
16:00,6,3
16:00,4,4
16:00,12,5
16:00,16,6
16:00,22,7
16:30,11,1
16:30,8,2
16:30,16,3
16:30,12,4
16:30,8,5
16:30,31,6
16:30,26,7
17:00,12,1
17:00,14,2
17:00,9,3
17:00,13,4
17:00,17,5
17:00,17,6
17:00,28,7
17:30,10,1
17:30,7,2
17:30,12,3
17:30,16,4
17:30,13,5
17:30,22,6
17:30,27,7
18:00,16,1
18:00,15,2
18:00,17,3
18:00,13,4
18:00,17,5
18:00,29,6
18:00,22,7
18:30,10,1
18:30,16,2
18:30,14,3
18:30,16,4
18:30,11,5
18:30,19,6
18:30,14,7
19:00,12,1
19:00,9,2
19:00,12,3
19:00,17,4
19:00,12,5
19:00,17,6
19:00,31,7
19:30,14,1
19:30,11,2
19:30,9,3
19:30,12,4
19:30,13,5
19:30,18,6
19:30,11,7
20:00,9,1
20:00,12,2
20:00,12,3
20:00,6,4
20:00,14,5
20:00,19,6
20:00,17,7
20:30,4,1
20:30,6,2
20:30,2,3
20:30,5,4
20:30,6,5
20:30,18,6
20:30,9,7
21:00,1,2
21:00,1,3
21:00,6,5
21:00,3,6
21:00,2,7
21:30,2,6
22:00,1,5
