hora,Suma de cantidad_facturas,Dia_semana
09:30,1,1
09:30,4,2
09:30,2,3
09:30,2,4
09:30,3,5
09:30,5,6
10:00,9,1
10:00,9,2
10:00,10,3
10:00,10,4
10:00,8,5
10:00,11,6
10:00,3,7
10:30,4,1
10:30,5,2
10:30,8,3
10:30,9,4
10:30,14,5
10:30,8,6
10:30,10,7
11:00,18,1
11:00,13,2
11:00,5,3
11:00,7,4
11:00,9,5
11:00,12,6
11:00,13,7
11:30,11,1
11:30,10,2
11:30,9,3
11:30,8,4
11:30,19,5
11:30,23,6
11:30,15,7
12:00,16,1
12:00,7,2
12:00,16,3
12:00,8,4
12:00,15,5
12:00,17,6
12:00,14,7
12:30,10,1
12:30,7,2
12:30,2,3
12:30,14,4
12:30,8,5
12:30,23,6
12:30,6,7
13:00,8,1
13:00,5,2
13:00,6,3
13:00,7,4
13:00,14,5
13:00,15,6
13:00,6,7
13:30,4,1
13:30,8,2
13:30,11,3
13:30,7,4
13:30,12,5
13:30,15,6
13:30,7,7
14:00,3,1
14:00,10,2
14:00,10,3
14:00,7,4
14:00,6,5
14:00,16,6
14:00,3,7
14:30,6,1
14:30,7,2
14:30,7,3
14:30,20,4
14:30,7,5
14:30,14,6
14:30,17,7
15:00,3,1
15:00,6,2
15:00,10,3
15:00,8,4
15:00,16,5
15:00,11,6
15:00,10,7
15:30,16,1
15:30,15,2
15:30,7,3
15:30,6,4
15:30,11,5
15:30,15,6
15:30,14,7
16:00,7,1
16:00,13,2
16:00,13,3
16:00,5,4
16:00,14,5
16:00,19,6
16:00,24,7
16:30,12,1
16:30,15,2
16:30,15,3
16:30,15,4
16:30,14,5
16:30,21,6
16:30,13,7
17:00,15,1
17:00,15,2
17:00,15,3
17:00,19,4
17:00,18,5
17:00,32,6
17:00,8,7
17:30,8,1
17:30,10,2
17:30,16,3
17:30,20,4
17:30,16,5
17:30,15,6
17:30,9,7
18:00,13,1
18:00,19,2
18:00,11,3
18:00,14,4
18:00,24,5
18:00,29,6
18:00,19,7
18:30,20,1
18:30,15,2
18:30,21,3
18:30,8,4
18:30,18,5
18:30,21,6
18:30,18,7
19:00,10,1
19:00,12,2
19:00,15,3
19:00,11,4
19:00,23,5
19:00,22,6
19:00,12,7
19:30,14,1
19:30,11,2
19:30,10,3
19:30,10,4
19:30,16,5
19:30,23,6
19:30,13,7
20:00,4,1
20:00,7,2
20:00,10,3
20:00,8,4
20:00,12,5
20:00,15,6
20:00,7,7
20:30,2,1
20:30,3,2
20:30,3,3
20:30,7,4
20:30,8,5
20:30,13,6
20:30,2,7
21:00,1,1
21:00,1,4
21:00,5,5
21:00,6,6
21:30,4,6
