hora,Suma de cantidad_facturas,Dia_semana
08:00,1,6
08:30,5,1
08:30,5,2
08:30,6,3
08:30,3,4
08:30,2,5
08:30,3,6
08:30,1,7
09:00,3,1
09:00,5,2
09:00,4,3
09:00,6,4
09:00,6,5
09:00,7,6
09:00,2,7
09:30,9,1
09:30,13,2
09:30,13,3
09:30,12,4
09:30,18,5
09:30,14,6
09:30,5,7
10:00,22,1
10:00,15,2
10:00,16,3
10:00,13,4
10:00,12,5
10:00,28,6
10:00,12,7
10:30,25,1
10:30,13,2
10:30,13,3
10:30,21,4
10:30,19,5
10:30,26,6
10:30,9,7
11:00,17,1
11:00,25,2
11:00,21,3
11:00,15,4
11:00,31,5
11:00,34,6
11:00,15,7
11:30,25,1
11:30,20,2
11:30,27,3
11:30,26,4
11:30,31,5
11:30,49,6
11:30,23,7
12:00,28,1
12:00,22,2
12:00,25,3
12:00,24,4
12:00,35,5
12:00,47,6
12:00,33,7
12:30,23,1
12:30,23,2
12:30,32,3
12:30,22,4
12:30,30,5
12:30,43,6
12:30,19,7
13:00,28,1
13:00,24,2
13:00,26,3
13:00,27,4
13:00,35,5
13:00,40,6
13:00,20,7
13:30,26,1
13:30,29,2
13:30,23,3
13:30,23,4
13:30,31,5
13:30,44,6
13:30,25,7
14:00,27,1
14:00,21,2
14:00,18,3
14:00,18,4
14:00,25,5
14:00,48,6
14:00,20,7
14:30,28,1
14:30,19,2
14:30,20,3
14:30,25,4
14:30,20,5
14:30,41,6
14:30,23,7
15:00,18,1
15:00,27,2
15:00,34,3
15:00,26,4
15:00,24,5
15:00,48,6
15:00,21,7
15:30,36,1
15:30,32,2
15:30,26,3
15:30,29,4
15:30,42,5
15:30,60,6
15:30,19,7
16:00,29,1
16:00,18,2
16:00,36,3
16:00,33,4
16:00,44,5
16:00,59,6
16:00,20,7
16:30,37,1
16:30,34,2
16:30,38,3
16:30,43,4
16:30,60,5
16:30,63,6
16:30,20,7
17:00,27,1
17:00,32,2
17:00,45,3
17:00,38,4
17:00,40,5
17:00,54,6
17:00,24,7
17:30,21,1
17:30,40,2
17:30,42,3
17:30,50,4
17:30,37,5
17:30,59,6
17:30,20,7
18:00,34,1
18:00,33,2
18:00,41,3
18:00,37,4
18:00,45,5
18:00,71,6
18:00,22,7
18:30,30,1
18:30,30,2
18:30,35,3
18:30,27,4
18:30,34,5
18:30,38,6
18:30,5,7
19:00,25,1
19:00,29,2
19:00,41,3
19:00,22,4
19:00,33,5
19:00,38,6
19:00,4,7
19:30,9,1
19:30,16,2
19:30,21,3
19:30,23,4
19:30,21,5
19:30,39,6
20:00,1,1
20:00,2,2
20:00,6,3
20:00,2,4
20:00,27,5
20:00,19,6
20:30,6,5
20:30,1,6
