hora,Suma de cantidad_facturas,Dia_semana
09:30,2,5
09:30,2,6
10:00,9,1
10:00,8,2
10:00,5,3
10:00,11,4
10:00,17,5
10:00,15,6
10:30,17,1
10:30,16,2
10:30,15,3
10:30,9,4
10:30,23,5
10:30,29,6
10:30,1,7
11:00,20,1
11:00,13,2
11:00,27,3
11:00,21,4
11:00,20,5
11:00,32,6
11:00,7,7
11:30,28,1
11:30,23,2
11:30,28,3
11:30,29,4
11:30,32,5
11:30,33,6
11:30,22,7
12:00,24,1
12:00,23,2
12:00,25,3
12:00,27,4
12:00,36,5
12:00,50,6
12:00,21,7
12:30,27,1
12:30,21,2
12:30,30,3
12:30,21,4
12:30,21,5
12:30,38,6
12:30,34,7
13:00,21,1
13:00,18,2
13:00,18,3
13:00,41,4
13:00,22,5
13:00,45,6
13:00,22,7
13:30,16,1
13:30,29,2
13:30,20,3
13:30,29,4
13:30,34,5
13:30,29,6
13:30,31,7
14:00,14,1
14:00,24,2
14:00,21,3
14:00,25,4
14:00,21,5
14:00,47,6
14:00,28,7
14:30,37,1
14:30,26,2
14:30,27,3
14:30,29,4
14:30,47,5
14:30,46,6
14:30,37,7
15:00,32,1
15:00,27,2
15:00,31,3
15:00,30,4
15:00,31,5
15:00,44,6
15:00,42,7
15:30,31,1
15:30,25,2
15:30,35,3
15:30,28,4
15:30,43,5
15:30,54,6
15:30,43,7
16:00,30,1
16:00,19,2
16:00,31,3
16:00,45,4
16:00,40,5
16:00,56,6
16:00,42,7
16:30,27,1
16:30,29,2
16:30,31,3
16:30,32,4
16:30,33,5
16:30,51,6
16:30,38,7
17:00,45,1
17:00,25,2
17:00,39,3
17:00,43,4
17:00,35,5
17:00,50,6
17:00,34,7
17:30,44,1
17:30,22,2
17:30,35,3
17:30,38,4
17:30,47,5
17:30,78,6
17:30,43,7
18:00,31,1
18:00,35,2
18:00,38,3
18:00,39,4
18:00,50,5
18:00,51,6
18:00,23,7
18:30,27,1
18:30,34,2
18:30,34,3
18:30,21,4
18:30,41,5
18:30,55,6
18:30,31,7
19:00,23,1
19:00,17,2
19:00,21,3
19:00,26,4
19:00,34,5
19:00,43,6
19:00,36,7
19:30,14,1
19:30,20,2
19:30,24,3
19:30,21,4
19:30,28,5
19:30,29,6
19:30,9,7
20:00,9,1
20:00,7,2
20:00,13,3
20:00,21,4
20:00,29,5
20:00,27,6
20:00,1,7
20:30,2,1
20:30,3,2
20:30,4,3
20:30,9,4
20:30,16,5
20:30,24,6
20:30,1,7
21:00,1,2
21:00,2,4
21:00,6,5
21:00,5,6
21:30,1,6
