hora,Suma de cantidad_facturas,Dia_semana
09:30,1,7
10:00,2,1
10:00,1,2
10:00,3,3
10:00,1,4
10:00,1,5
10:00,3,6
10:00,4,7
10:30,6,1
10:30,3,3
10:30,8,4
10:30,2,5
10:30,18,6
10:30,7,7
11:00,4,1
11:00,7,2
11:00,10,3
11:00,9,4
11:00,5,5
11:00,9,6
11:00,9,7
11:30,7,1
11:30,6,2
11:30,6,3
11:30,10,4
11:30,13,5
11:30,17,6
11:30,17,7
12:00,2,1
12:00,8,2
12:00,10,3
12:00,8,4
12:00,9,5
12:00,15,6
12:00,14,7
12:30,9,1
12:30,8,2
12:30,8,3
12:30,8,4
12:30,17,5
12:30,16,6
12:30,19,7
13:00,10,1
13:00,8,2
13:00,6,3
13:00,8,4
13:00,12,5
13:00,18,6
13:00,18,7
13:30,10,1
13:30,6,2
13:30,13,3
13:30,11,4
13:30,16,5
13:30,14,6
13:30,23,7
14:00,9,1
14:00,6,2
14:00,13,3
14:00,7,4
14:00,14,5
14:00,17,6
14:00,19,7
14:30,6,1
14:30,13,2
14:30,12,3
14:30,8,4
14:30,10,5
14:30,21,6
14:30,15,7
15:00,6,1
15:00,9,2
15:00,14,3
15:00,7,4
15:00,18,5
15:00,19,6
15:00,19,7
15:30,12,1
15:30,10,2
15:30,12,3
15:30,13,4
15:30,17,5
15:30,33,6
15:30,22,7
16:00,11,1
16:00,7,2
16:00,7,3
16:00,15,4
16:00,13,5
16:00,39,6
16:00,32,7
16:30,21,1
16:30,8,2
16:30,13,3
16:30,19,4
16:30,23,5
16:30,27,6
16:30,23,7
17:00,13,1
17:00,7,2
17:00,15,3
17:00,14,4
17:00,15,5
17:00,31,6
17:00,23,7
17:30,18,1
17:30,10,2
17:30,21,3
17:30,7,4
17:30,24,5
17:30,32,6
17:30,28,7
18:00,11,1
18:00,16,2
18:00,20,3
18:00,15,4
18:00,24,5
18:00,24,6
18:00,23,7
18:30,10,1
18:30,23,2
18:30,17,3
18:30,27,4
18:30,18,5
18:30,34,6
18:30,20,7
19:00,12,1
19:00,10,2
19:00,22,3
19:00,22,4
19:00,17,5
19:00,28,6
19:00,24,7
19:30,8,1
19:30,12,2
19:30,16,3
19:30,24,4
19:30,25,5
19:30,18,6
19:30,17,7
20:00,13,1
20:00,16,2
20:00,24,3
20:00,14,4
20:00,15,5
20:00,22,6
20:00,9,7
20:30,8,1
20:30,5,2
20:30,17,3
20:30,8,4
20:30,20,5
20:30,13,6
20:30,4,7
21:00,2,1
21:00,7,2
21:00,7,3
21:00,9,4
21:00,8,5
21:00,18,6
21:30,2,2
21:30,1,4
21:30,1,5
21:30,9,6
21:30,2,7
