hora,Suma de cantidad_facturas,Dia_semana
09:30,2,3
10:00,5,1
10:00,6,2
10:00,2,3
10:00,5,4
10:00,8,5
10:00,2,6
10:00,4,7
10:30,6,1
10:30,13,2
10:30,2,3
10:30,10,4
10:30,12,5
10:30,15,6
10:30,11,7
11:00,10,1
11:00,12,2
11:00,12,3
11:00,15,4
11:00,14,5
11:00,38,6
11:00,11,7
11:30,13,1
11:30,11,2
11:30,14,3
11:30,19,4
11:30,34,5
11:30,28,6
11:30,6,7
12:00,19,1
12:00,16,2
12:00,10,3
12:00,11,4
12:00,14,5
12:00,25,6
12:00,15,7
12:30,15,1
12:30,13,2
12:30,16,3
12:30,25,4
12:30,14,5
12:30,28,6
12:30,13,7
13:00,10,1
13:00,16,2
13:00,14,3
13:00,21,4
13:00,22,5
13:00,32,6
13:00,20,7
13:30,16,1
13:30,7,2
13:30,14,3
13:30,23,4
13:30,16,5
13:30,18,6
13:30,16,7
14:00,9,1
14:00,12,2
14:00,9,3
14:00,11,4
14:00,17,5
14:00,23,6
14:00,15,7
14:30,15,1
14:30,12,2
14:30,13,3
14:30,14,4
14:30,22,5
14:30,21,6
14:30,28,7
15:00,11,1
15:00,9,2
15:00,10,3
15:00,13,4
15:00,15,5
15:00,36,6
15:00,25,7
15:30,10,1
15:30,19,2
15:30,18,3
15:30,13,4
15:30,23,5
15:30,31,6
15:30,35,7
16:00,19,1
16:00,15,2
16:00,22,3
16:00,18,4
16:00,24,5
16:00,41,6
16:00,27,7
16:30,20,1
16:30,23,2
16:30,18,3
16:30,17,4
16:30,28,5
16:30,38,6
16:30,22,7
17:00,21,1
17:00,24,2
17:00,20,3
17:00,20,4
17:00,24,5
17:00,36,6
17:00,38,7
17:30,25,1
17:30,14,2
17:30,19,3
17:30,35,4
17:30,28,5
17:30,51,6
17:30,29,7
18:00,31,1
18:00,33,2
18:00,18,3
18:00,26,4
18:00,34,5
18:00,33,6
18:00,25,7
18:30,28,1
18:30,22,2
18:30,37,3
18:30,35,4
18:30,36,5
18:30,32,6
18:30,35,7
19:00,27,1
19:00,25,2
19:00,28,3
19:00,25,4
19:00,38,5
19:00,37,6
19:00,23,7
19:30,19,1
19:30,13,2
19:30,12,3
19:30,33,4
19:30,25,5
19:30,26,6
19:30,16,7
20:00,24,1
20:00,19,2
20:00,25,3
20:00,28,4
20:00,26,5
20:00,30,6
20:00,14,7
20:30,5,1
20:30,12,2
20:30,19,3
20:30,10,4
20:30,16,5
20:30,20,6
20:30,1,7
21:00,1,3
21:00,1,4
21:00,14,5
21:00,20,6
21:30,3,5
21:30,6,6
22:00,1,6
