hora,Suma de cantidad_facturas,Dia_semana
08:30,3,3
08:30,2,4
09:00,9,1
09:00,8,2
09:00,5,3
09:00,7,4
09:00,6,5
09:00,1,6
09:00,2,7
09:30,7,1
09:30,11,2
09:30,9,3
09:30,8,4
09:30,7,5
09:30,7,6
09:30,3,7
10:00,9,1
10:00,15,2
10:00,19,3
10:00,12,4
10:00,18,5
10:00,10,6
10:00,11,7
10:30,10,1
10:30,9,2
10:30,11,3
10:30,14,4
10:30,18,5
10:30,29,6
10:30,8,7
11:00,12,1
11:00,16,2
11:00,12,3
11:00,15,4
11:00,23,5
11:00,20,6
11:00,12,7
11:30,12,1
11:30,17,2
11:30,17,3
11:30,12,4
11:30,25,5
11:30,18,6
11:30,8,7
12:00,11,1
12:00,19,2
12:00,18,3
12:00,18,4
12:00,27,5
12:00,22,6
12:00,12,7
12:30,13,1
12:30,12,2
12:30,13,3
12:30,16,4
12:30,21,5
12:30,22,6
12:30,12,7
13:00,18,1
13:00,23,2
13:00,15,3
13:00,17,4
13:00,26,5
13:00,11,6
13:00,9,7
13:30,19,1
13:30,14,2
13:30,14,3
13:30,23,4
13:30,28,5
13:30,23,6
13:30,10,7
14:00,15,1
14:00,16,2
14:00,16,3
14:00,9,4
14:00,17,5
14:00,17,6
14:00,11,7
14:30,18,1
14:30,10,2
14:30,7,3
14:30,16,4
14:30,23,5
14:30,22,6
14:30,11,7
15:00,11,1
15:00,13,2
15:00,14,3
15:00,19,4
15:00,20,5
15:00,15,6
15:00,9,7
15:30,17,1
15:30,13,2
15:30,22,3
15:30,13,4
15:30,26,5
15:30,14,6
15:30,5,7
16:00,18,1
16:00,13,2
16:00,16,3
16:00,21,4
16:00,26,5
16:00,20,6
16:00,9,7
16:30,14,1
16:30,22,2
16:30,21,3
16:30,9,4
16:30,23,5
16:30,19,6
16:30,12,7
17:00,19,1
17:00,20,2
17:00,20,3
17:00,23,4
17:00,33,5
17:00,20,6
17:00,5,7
17:30,16,1
17:30,17,2
17:30,23,3
17:30,20,4
17:30,24,5
17:30,21,6
17:30,11,7
18:00,17,1
18:00,16,2
18:00,19,3
18:00,26,4
18:00,25,5
18:00,24,6
18:00,10,7
18:30,12,1
18:30,7,2
18:30,17,3
18:30,15,4
18:30,14,5
18:30,13,6
19:00,11,1
19:00,8,2
19:00,11,3
19:00,13,4
19:00,11,5
19:00,11,6
19:30,10,1
19:30,9,2
19:30,5,3
19:30,2,4
19:30,13,5
19:30,7,6
19:30,1,7
20:00,6,1
20:00,1,2
20:00,3,3
20:00,6,4
20:00,6,5
20:00,5,6
20:30,2,3
20:30,2,6
21:00,1,5
