hora,Suma de cantidad_facturas,Dia_semana
09:30,4,5
09:30,1,6
10:00,5,1
10:00,8,2
10:00,3,4
10:00,3,5
10:00,3,6
10:30,7,1
10:30,2,2
10:30,9,3
10:30,13,4
10:30,6,5
10:30,13,6
11:00,5,1
11:00,19,2
11:00,13,3
11:00,8,4
11:00,7,5
11:00,11,6
11:00,7,7
11:30,11,1
11:30,13,2
11:30,13,3
11:30,17,4
11:30,13,5
11:30,22,6
11:30,8,7
12:00,13,1
12:00,9,2
12:00,11,3
12:00,12,4
12:00,21,5
12:00,18,6
12:00,10,7
12:30,23,1
12:30,14,2
12:30,15,3
12:30,15,4
12:30,16,5
12:30,18,6
12:30,9,7
13:00,10,1
13:00,9,2
13:00,15,3
13:00,12,4
13:00,11,5
13:00,22,6
13:00,7,7
13:30,9,1
13:30,10,2
13:30,13,3
13:30,15,4
13:30,18,5
13:30,26,6
13:30,12,7
14:00,12,1
14:00,13,2
14:00,13,3
14:00,16,4
14:00,12,5
14:00,22,6
14:00,16,7
14:30,11,1
14:30,9,2
14:30,13,3
14:30,18,4
14:30,12,5
14:30,20,6
14:30,21,7
15:00,16,1
15:00,12,2
15:00,11,3
15:00,12,4
15:00,14,5
15:00,19,6
15:00,23,7
15:30,14,1
15:30,8,2
15:30,12,3
15:30,25,4
15:30,16,5
15:30,31,6
15:30,19,7
16:00,16,1
16:00,16,2
16:00,17,3
16:00,20,4
16:00,28,5
16:00,23,6
16:00,18,7
16:30,16,1
16:30,23,2
16:30,16,3
16:30,14,4
16:30,23,5
16:30,27,6
16:30,33,7
17:00,24,1
17:00,19,2
17:00,23,3
17:00,23,4
17:00,22,5
17:00,38,6
17:00,30,7
17:30,24,1
17:30,14,2
17:30,18,3
17:30,23,4
17:30,27,5
17:30,48,6
17:30,19,7
18:00,22,1
18:00,12,2
18:00,22,3
18:00,19,4
18:00,27,5
18:00,31,6
18:00,28,7
18:30,17,1
18:30,13,2
18:30,12,3
18:30,10,4
18:30,34,5
18:30,18,6
18:30,15,7
19:00,15,1
19:00,16,2
19:00,10,3
19:00,17,4
19:00,21,5
19:00,33,6
19:00,15,7
19:30,9,1
19:30,14,2
19:30,11,3
19:30,21,4
19:30,16,5
19:30,38,6
19:30,10,7
20:00,6,1
20:00,7,2
20:00,15,3
20:00,11,4
20:00,17,5
20:00,15,6
20:30,1,1
20:30,1,2
20:30,5,3
20:30,4,4
20:30,7,5
20:30,14,6
21:00,1,4
21:00,4,5
21:00,4,6
21:30,1,5
