hora,Suma de cantidad_facturas,Dia_semana
09:00,1,3
09:30,4,1
09:30,6,2
09:30,6,3
09:30,4,4
09:30,9,5
09:30,6,6
10:00,14,1
10:00,3,2
10:00,9,3
10:00,7,4
10:00,11,5
10:00,14,6
10:00,3,7
10:30,19,1
10:30,8,2
10:30,6,3
10:30,11,4
10:30,13,5
10:30,19,6
10:30,14,7
11:00,8,1
11:00,21,2
11:00,11,3
11:00,17,4
11:00,15,5
11:00,25,6
11:00,13,7
11:30,12,1
11:30,13,2
11:30,8,3
11:30,10,4
11:30,19,5
11:30,25,6
11:30,15,7
12:00,11,1
12:00,13,2
12:00,16,3
12:00,14,4
12:00,22,5
12:00,29,6
12:00,10,7
12:30,9,1
12:30,14,2
12:30,18,3
12:30,11,4
12:30,19,5
12:30,27,6
12:30,17,7
13:00,11,1
13:00,11,2
13:00,14,3
13:00,18,4
13:00,19,5
13:00,31,6
13:00,11,7
13:30,10,1
13:30,13,2
13:30,10,3
13:30,21,4
13:30,16,5
13:30,20,6
13:30,23,7
14:00,10,1
14:00,8,2
14:00,16,3
14:00,7,4
14:00,13,5
14:00,20,6
14:00,28,7
14:30,9,1
14:30,15,2
14:30,8,3
14:30,17,4
14:30,17,5
14:30,24,6
14:30,16,7
15:00,11,1
15:00,15,2
15:00,19,3
15:00,20,4
15:00,15,5
15:00,30,6
15:00,20,7
15:30,13,1
15:30,11,2
15:30,11,3
15:30,8,4
15:30,23,5
15:30,26,6
15:30,19,7
16:00,8,1
16:00,24,2
16:00,18,3
16:00,15,4
16:00,21,5
16:00,37,6
16:00,24,7
16:30,16,1
16:30,18,2
16:30,20,3
16:30,13,4
16:30,28,5
16:30,40,6
16:30,26,7
17:00,16,1
17:00,15,2
17:00,20,3
17:00,34,4
17:00,29,5
17:00,39,6
17:00,25,7
17:30,24,1
17:30,17,2
17:30,20,3
17:30,18,4
17:30,26,5
17:30,32,6
17:30,21,7
18:00,16,1
18:00,21,2
18:00,28,3
18:00,17,4
18:00,26,5
18:00,40,6
18:00,21,7
18:30,18,1
18:30,15,2
18:30,22,3
18:30,29,4
18:30,20,5
18:30,20,6
18:30,23,7
19:00,12,1
19:00,18,2
19:00,20,3
19:00,24,4
19:00,21,5
19:00,28,6
19:00,28,7
19:30,14,1
19:30,11,2
19:30,15,3
19:30,14,4
19:30,29,5
19:30,23,6
19:30,16,7
20:00,11,1
20:00,16,2
20:00,9,3
20:00,28,4
20:00,20,5
20:00,21,6
20:00,12,7
20:30,8,1
20:30,6,2
20:30,13,3
20:30,10,4
20:30,12,5
20:30,20,6
20:30,3,7
21:00,1,3
21:00,9,5
21:00,16,6
21:30,1,5
21:30,7,6
22:00,1,5
