hora,Suma de cantidad_facturas,Dia_semana
08:30,2,4
09:30,5,2
09:30,4,3
09:30,4,4
09:30,2,5
09:30,4,6
09:30,1,7
10:00,4,1
10:00,3,2
10:00,3,3
10:00,5,4
10:00,6,5
10:00,7,6
10:00,1,7
10:30,5,1
10:30,7,2
10:30,7,3
10:30,3,4
10:30,8,5
10:30,10,6
10:30,1,7
11:00,9,1
11:00,3,2
11:00,13,3
11:00,12,4
11:00,15,5
11:00,22,6
11:00,4,7
11:30,8,1
11:30,8,2
11:30,14,3
11:30,6,4
11:30,8,5
11:30,14,6
11:30,12,7
12:00,6,1
12:00,14,2
12:00,8,3
12:00,10,4
12:00,11,5
12:00,14,6
12:00,9,7
12:30,8,1
12:30,10,2
12:30,22,3
12:30,5,4
12:30,16,5
12:30,18,6
12:30,6,7
13:00,11,1
13:00,8,2
13:00,3,3
13:00,9,4
13:00,9,5
13:00,16,6
13:00,13,7
13:30,14,1
13:30,9,2
13:30,4,3
13:30,8,4
13:30,9,5
13:30,6,6
13:30,9,7
14:00,9,1
14:00,13,2
14:00,11,3
14:00,8,4
14:00,13,5
14:00,18,6
14:00,7,7
14:30,5,1
14:30,11,2
14:30,5,3
14:30,7,4
14:30,16,5
14:30,14,6
14:30,5,7
15:00,8,1
15:00,11,2
15:00,3,3
15:00,11,4
15:00,8,5
15:00,22,6
15:00,8,7
15:30,9,1
15:30,9,2
15:30,10,3
15:30,12,4
15:30,18,5
15:30,21,6
15:30,13,7
16:00,15,1
16:00,11,2
16:00,13,3
16:00,16,4
16:00,19,5
16:00,18,6
16:00,12,7
16:30,21,1
16:30,8,2
16:30,19,3
16:30,9,4
16:30,21,5
16:30,15,6
16:30,17,7
17:00,9,1
17:00,20,2
17:00,12,3
17:00,17,4
17:00,29,5
17:00,25,6
17:00,14,7
17:30,11,1
17:30,8,2
17:30,8,3
17:30,13,4
17:30,7,5
17:30,24,6
17:30,16,7
18:00,14,1
18:00,13,2
18:00,13,3
18:00,18,4
18:00,19,5
18:00,22,6
18:00,20,7
18:30,9,1
18:30,12,2
18:30,16,3
18:30,12,4
18:30,13,5
18:30,16,6
18:30,8,7
19:00,11,1
19:00,12,2
19:00,7,3
19:00,15,4
19:00,22,5
19:00,18,6
19:00,11,7
19:30,15,1
19:30,7,2
19:30,13,3
19:30,12,4
19:30,18,5
19:30,10,6
19:30,10,7
20:00,9,1
20:00,11,2
20:00,13,3
20:00,8,4
20:00,17,5
20:00,20,6
20:00,7,7
20:30,4,1
20:30,5,3
20:30,4,4
20:30,5,5
20:30,19,6
20:30,2,7
21:00,1,1
21:00,3,3
21:00,1,4
21:00,3,5
21:00,6,6
21:30,1,3
21:30,1,5
21:30,1,6
