hora,Suma de cantidad_facturas,Dia_semana
07:00,1,3
08:00,2,2
09:30,1,7
10:00,5,1
10:00,4,2
10:00,3,3
10:00,4,4
10:00,9,5
10:00,4,6
10:00,2,7
10:30,9,1
10:30,8,2
10:30,9,3
10:30,5,4
10:30,7,5
10:30,20,6
10:30,10,7
11:00,11,1
11:00,16,2
11:00,11,3
11:00,10,4
11:00,9,5
11:00,23,6
11:00,13,7
11:30,9,1
11:30,13,2
11:30,12,3
11:30,14,4
11:30,19,5
11:30,23,6
11:30,14,7
12:00,20,1
12:00,12,2
12:00,12,3
12:00,27,4
12:00,18,5
12:00,19,6
12:00,28,7
12:30,10,1
12:30,13,2
12:30,21,3
12:30,13,4
12:30,29,5
12:30,35,6
12:30,24,7
13:00,18,1
13:00,13,2
13:00,20,3
13:00,14,4
13:00,20,5
13:00,26,6
13:00,38,7
13:30,9,1
13:30,24,2
13:30,23,3
13:30,21,4
13:30,21,5
13:30,32,6
13:30,26,7
14:00,19,1
14:00,20,2
14:00,21,3
14:00,22,4
14:00,22,5
14:00,31,6
14:00,30,7
14:30,11,1
14:30,21,2
14:30,19,3
14:30,20,4
14:30,20,5
14:30,34,6
14:30,35,7
15:00,18,1
15:00,15,2
15:00,20,3
15:00,9,4
15:00,23,5
15:00,30,6
15:00,34,7
15:30,21,1
15:30,26,2
15:30,29,3
15:30,32,4
15:30,27,5
15:30,38,6
15:30,47,7
16:00,21,1
16:00,22,2
16:00,26,3
16:00,24,4
16:00,31,5
16:00,35,6
16:00,45,7
16:30,27,1
16:30,31,2
16:30,24,3
16:30,34,4
16:30,36,5
16:30,34,6
16:30,52,7
17:00,40,1
17:00,24,2
17:00,25,3
17:00,32,4
17:00,32,5
17:00,55,6
17:00,48,7
17:30,24,1
17:30,31,2
17:30,35,3
17:30,31,4
17:30,23,5
17:30,50,6
17:30,51,7
18:00,30,1
18:00,37,2
18:00,38,3
18:00,31,4
18:00,33,5
18:00,55,6
18:00,41,7
18:30,40,1
18:30,37,2
18:30,25,3
18:30,36,4
18:30,34,5
18:30,42,6
18:30,40,7
19:00,29,1
19:00,24,2
19:00,42,3
19:00,26,4
19:00,43,5
19:00,59,6
19:00,49,7
19:30,21,1
19:30,16,2
19:30,33,3
19:30,27,4
19:30,39,5
19:30,46,6
19:30,33,7
20:00,17,1
20:00,19,2
20:00,23,3
20:00,17,4
20:00,32,5
20:00,42,6
20:00,16,7
20:30,10,1
20:30,12,2
20:30,11,3
20:30,23,4
20:30,19,5
20:30,30,6
20:30,9,7
21:00,5,1
21:00,3,2
21:00,9,3
21:00,5,4
21:00,10,5
21:00,11,6
21:30,2,1
21:30,1,2
21:30,1,4
21:30,2,6
22:00,1,1
22:00,1,6
