hora,Suma de cantidad_facturas,Dia_semana
09:00,2,3
09:30,1,6
10:00,4,1
10:00,6,2
10:00,11,3
10:00,4,4
10:00,3,5
10:00,3,6
10:00,2,7
10:30,4,1
10:30,6,2
10:30,10,3
10:30,6,4
10:30,9,5
10:30,15,6
10:30,3,7
11:00,9,1
11:00,8,2
11:00,16,3
11:00,17,4
11:00,13,5
11:00,25,6
11:00,16,7
11:30,11,1
11:30,17,2
11:30,12,3
11:30,16,4
11:30,11,5
11:30,26,6
11:30,13,7
12:00,15,1
12:00,19,2
12:00,12,3
12:00,19,4
12:00,21,5
12:00,21,6
12:00,19,7
12:30,15,1
12:30,11,2
12:30,14,3
12:30,16,4
12:30,32,5
12:30,35,6
12:30,8,7
13:00,17,1
13:00,10,2
13:00,24,3
13:00,14,4
13:00,18,5
13:00,33,6
13:00,21,7
13:30,12,1
13:30,18,2
13:30,22,3
13:30,18,4
13:30,26,5
13:30,34,6
13:30,26,7
14:00,12,1
14:00,14,2
14:00,14,3
14:00,24,4
14:00,19,5
14:00,25,6
14:00,28,7
14:30,18,1
14:30,12,2
14:30,10,3
14:30,13,4
14:30,20,5
14:30,34,6
14:30,24,7
15:00,23,1
15:00,15,2
15:00,14,3
15:00,17,4
15:00,31,5
15:00,47,6
15:00,28,7
15:30,31,1
15:30,18,2
15:30,27,3
15:30,16,4
15:30,31,5
15:30,34,6
15:30,31,7
16:00,24,1
16:00,20,2
16:00,25,3
16:00,20,4
16:00,24,5
16:00,39,6
16:00,38,7
16:30,24,1
16:30,20,2
16:30,19,3
16:30,18,4
16:30,36,5
16:30,38,6
16:30,33,7
17:00,31,1
17:00,19,2
17:00,18,3
17:00,19,4
17:00,42,5
17:00,42,6
17:00,44,7
17:30,29,1
17:30,28,2
17:30,27,3
17:30,24,4
17:30,27,5
17:30,48,6
17:30,31,7
18:00,27,1
18:00,29,2
18:00,15,3
18:00,31,4
18:00,36,5
18:00,39,6
18:00,45,7
18:30,25,1
18:30,18,2
18:30,34,3
18:30,29,4
18:30,36,5
18:30,38,6
18:30,40,7
19:00,40,1
19:00,35,2
19:00,29,3
19:00,31,4
19:00,34,5
19:00,36,6
19:00,24,7
19:30,12,1
19:30,21,2
19:30,35,3
19:30,29,4
19:30,45,5
19:30,34,6
19:30,27,7
20:00,9,1
20:00,22,2
20:00,33,3
20:00,19,4
20:00,42,5
20:00,31,6
20:00,17,7
20:30,12,1
20:30,6,2
20:30,11,3
20:30,21,4
20:30,21,5
20:30,20,6
20:30,5,7
21:00,3,1
21:00,4,2
21:00,9,3
21:00,2,4
21:00,15,5
21:00,23,6
21:30,9,5
21:30,6,6
22:00,3,5
22:00,2,6
